[14.07003, 3.7412751;
 279.44458, 268.68692;
 49.949562, 272.83392;
 132.29124, 272.67084;
 284.80933, 273.82526;
 102.09815, 279.12601;
 258.56708, 280.99374;
 156.79776, 282.13635;
 201.79929, 281.53351;
 289.80988, 284.53073;
 310.45779, 289.57355;
 104.7749, 290.09613;
 298.38123, 294.05765;
 342.05902, 296.44287;
 249.34221, 300.56635;
 311.55655, 299.67157;
 18.990938, 300.9491;
 170.48163, 300.5665;
 360.03983, 302.21075;
 299.17783, 304.78073;
 344.496, 305.63702;
 280.69568, 305.57846;
 38.327667, 307.14313;
 372.87326, 306.62766;
 209.59291, 310.88016;
 254.64412, 311.20743;
 136.94252, 314.17465;
 290.59857, 314.42697;
 163.95094, 315.0791;
 351.04346, 315.73416;
 39.813812, 316.80655;
 328.9559, 318.12497;
 20.786592, 319.40314;
 369.54584, 319.55936;
 86.174553, 321.49396;
 256.0863, 323.68106;
 330.64267, 326.73535;
 376.0267, 326.87482;
 30.859322, 328.57544;
 190.85641, 328.27158;
 239.24681, 328.34546;
 55.643471, 334.39279;
 252.07648, 333.87405;
 318.35602, 334.52548;
 11.207662, 335.54468;
 214.23331, 336.98282;
 240.66743, 337.40744;
 40.438942, 337.99316;
 98.221024, 339.44186;
 118.02095, 338.89545;
 148.97136, 340.16025;
 204.04643, 346.09509;
 113.38985, 346.59177;
 181.68633, 351.78589;
 35.27137, 353.46359;
 272.76791, 353.97528;
 31.233425, 354.80743;
 237.88994, 354.58969;
 281.99716, 356.5592;
 292.65027, 356.66782;
 99.604034, 357.86707;
 194.39404, 359.00226;
 67.849213, 361.1994;
 181.44426, 364.16626;
 291.90216, 364.33743;
 67.506798, 370.52939;
 191.35478, 371.40256;
 87.467522, 373.92175;
 118.88856, 374.72849;
 354.13528, 374.61118;
 6.519753, 375.4057;
 107.01374, 376.47327;
 26.810415, 378.43921;
 379.79132, 377.58646;
 114.49323, 384.13788;
 200.37297, 385.98862;
 314.423, 386.33255;
 66.41732, 388.2934;
 159.00511, 388.61011;
 136.38133, 390.71729;
 186.04639, 390.45221;
 244.51436, 390.76025;
 279.42838, 391.82034;
 196.75658, 392.60687;
 30.477661, 396.22733;
 137.29352, 7.5187364;
 292.17923, 9.2725639;
 129.32123, 14.335171;
 14.418767, 15.402038;
 267.90637, 17.262735;
 293.73492, 20.260653;
 38.633194, 25.729939;
 273.15811, 26.802652;
 107.51171, 27.814123;
 189.58305, 29.11075;
 270.66125, 37.173786;
 358.15253, 39.634026;
 183.97604, 40.786465;
 247.41371, 46.532715;
 95.267349, 48.145878;
 115.46761, 48.844921;
 357.99075, 50.785347;
 65.769218, 52.031658;
 312.21503, 52.186268;
 293.44095, 53.705269;
 128.8333, 55.589035;
 186.12204, 59.260517;
 86.793671, 64.836105;
 244.23151, 65.398544;
 129.73959, 66.477898;
 103.45234, 66.738075;
 171.75163, 72.097305;
 337.49249, 71.942101;
 262.46597, 73.483299;
 92.154259, 74.303619;
 314.77725, 75.3955;
 129.797, 77.323311;
 282.44003, 84.328491;
 81.917122, 89.490524;
 36.682217, 91.004066;
 69.150925, 90.947838;
 182.50975, 91.987083;
 169.62112, 94.614388;
 81.133942, 99.613136;
 192.39546, 102.7539;
 92.418053, 115.16816;
 114.58712, 118.23709;
 389.90192, 117.78946;
 11.717396, 120.76031;
 72.022194, 122.93762;
 3.5432587, 128.56912;
 390.17661, 128.25427;
 18.912615, 130.5407;
 243.12378, 132.28798;
 72.900467, 133.59628;
 146.19341, 134.38655;
 358.02902, 136.7697;
 168.23259, 144.28981;
 212.01088, 147.78644;
 26.855436, 149.69128;
 54.491451, 151.4727;
 324.38034, 153.40208;
 199.11156, 153.99409;
 211.31239, 158.27928;
 57.01194, 162.60493;
 125.17805, 166.56836;
 39.073868, 171.31023;
 85.726288, 175.61253;
 40.477356, 183.26482;
 196.86307, 192.24294;
 95.411949, 197.78622;
 113.1351, 197.73531;
 197.53873, 204.71005;
 72.03495, 206.74693;
 117.11644, 207.69507;
 185.57198, 207.98625;
 364.86176, 208.5657;
 40.979958, 209.84108;
 241.14088, 214.36697;
 83.526405, 220.71004;
 279.08835, 223.06819;
 224.44675, 226.0952;
 35.323608, 226.81697;
 142.34943, 244.58162;
