[269.86398, 3.6279402;
 132.18565, 80.484344;
 292.82336, 81.132118;
 164.17981, 81.532433;
 16.09502, 83.048157;
 128.29054, 83.816017;
 266.07007, 83.795738;
 333.45212, 85.708931;
 107.29642, 86.660164;
 198.98141, 86.931038;
 166.07408, 91.491409;
 248.09247, 91.126854;
 30.981894, 92.357307;
 130.63437, 92.410774;
 3.4904795, 93.660851;
 107.92319, 95.226921;
 298.24692, 95.427948;
 283.58801, 96.599045;
 156.47836, 97.89444;
 19.86244, 99.036987;
 135.18045, 99.25296;
 117.82874, 100.05326;
 200.89249, 100.91737;
 27.585442, 103.51519;
 124.07405, 105.48608;
 137.16319, 106.58875;
 168.59561, 105.46297;
 245.7162, 105.74274;
 119.71646, 108.57655;
 189.75269, 110.82142;
 317.62369, 110.63218;
 259.73636, 111.94427;
 128.42099, 112.59346;
 300.25967, 113.34628;
 39.575634, 114.06572;
 112.42829, 113.83492;
 171.17508, 114.03031;
 245.59973, 114.42312;
 336.09607, 113.90144;
 157.40244, 114.99482;
 376.03458, 116.39664;
 62.274971, 116.8696;
 5.6031418, 118.35299;
 259.3071, 119.45191;
 128.44931, 120.37282;
 216.16109, 120.32933;
 275.2421, 120.13515;
 158.09761, 122.41271;
 184.97809, 122.15282;
 264.58151, 121.68694;
 40.221298, 123.05704;
 74.159683, 124.44044;
 99.214615, 124.23943;
 120.3621, 124.26701;
 360.70868, 124.06191;
 110.53871, 125.26743;
 332.46884, 124.74697;
 375.6232, 124.80563;
 3.5693328, 126.17951;
 85.470497, 125.49488;
 198.13858, 126.05209;
 188.24673, 128.43207;
 215.01248, 128.19788;
 52.003609, 129.94667;
 309.90271, 131.21414;
 27.567129, 131.95796;
 119.87433, 132.04089;
 196.89482, 134.07411;
 129.50021, 135.4037;
 206.09172, 134.5076;
 109.14006, 135.84686;
 176.79396, 135.61066;
 238.51859, 135.65547;
 51.729267, 138.78606;
 68.477531, 138.69885;
 93.534042, 139.47369;
 377.64984, 139.24968;
 42.4496, 141.18356;
 205.71065, 141.69231;
 393.71173, 142.02182;
 128.44112, 144.11087;
 226.60413, 144.39662;
 180.34308, 144.88904;
 359.38995, 146.26636;
 19.210987, 146.60213;
 145.7688, 146.76868;
 199.24295, 147.38495;
 66.298012, 148.18208;
 135.90504, 148.2263;
 268.12704, 148.16481;
 364.52899, 148.84351;
 112.81702, 150.04272;
 10.884486, 150.63824;
 23.729164, 152.59508;
 334.89529, 152.65225;
 95.313408, 153.57396;
 58.859722, 154.47321;
 359.3598, 155.21671;
 71.625351, 155.93654;
 34.205772, 157.62808;
 137.36839, 156.57394;
 244.74837, 157.20792;
 113.45901, 158.18503;
 170.07005, 158.77205;
 21.52248, 160.72696;
 95.520241, 161.07555;
 333.43347, 160.59676;
 121.41663, 162.96931;
 149.47879, 164.4705;
 187.07463, 166.59769;
 220.8042, 169.38919;
 77.903229, 170.70251;
 99.126457, 172.19473;
 122.36144, 173.7876;
 307.47852, 173.69066;
 386.81076, 173.88658;
 108.58855, 175.26486;
 188.32417, 174.63861;
 220.44173, 177.50172;
 9.656992, 179.44653;
 78.875053, 180.3387;
 101.21866, 180.84392;
 309.1485, 181.31915;
 42.640316, 181.53894;
 182.38219, 182.56734;
 153.69475, 183.71706;
 8.1152105, 187.35759;
 87.393707, 187.53833;
 241.5625, 187.7686;
 123.42921, 190.91942;
 30.421438, 191.61803;
 110.4461, 192.07983;
 318.60931, 192.47086;
 200.31691, 192.73534;
 155.33191, 194.59621;
 64.433311, 194.87895;
 96.999916, 199.49367;
 144.64757, 200.41713;
 6.7359595, 200.54959;
 185.81604, 203.74281;
 61.749741, 205.25098;
 113.36983, 205.22804;
 49.553238, 205.73514;
 200.42484, 207.17174;
 108.15769, 208.22525;
 130.84335, 207.93037;
 144.38025, 207.8868;
 337.5817, 208.3618;
 381.92435, 211.24388;
 301.52545, 212.08836;
 209.61781, 213.24557;
 21.265049, 213.74945;
 35.528435, 213.87192;
 62.043545, 214.61375;
 112.6586, 214.67352;
 177.70715, 215.35335;
 147.4558, 215.52335;
 338.90826, 216.46335;
 88.828667, 217.18063;
 5.1787558, 219.08453;
 243.29689, 220.64764;
 121.735, 225.27197;
 201.23662, 226.28223;
 353.48209, 225.76349;
 272.66956, 227.27527;
 163.93828, 228.15535;
 177.19763, 229.1494;
 84.425415, 230.20299;
 230.43407, 229.79907;
 203.07179, 233.95573;
 273.4903, 235.33278;
 33.414307, 235.5719;
 163.40646, 235.64879;
 308.03595, 235.73279;
 154.19452, 238.38231;
 121.48745, 239.32245;
 187.00505, 238.40868;
 345.02695, 240.85884;
 167.06557, 244.26151;
 241.33986, 244.00009;
 78.484818, 244.59023;
 103.46582, 245.52856;
 35.472649, 245.48128;
 126.65539, 248.39992;
 2.8210902, 251.97353;
 167.63466, 258.48788;
 147.72504, 259.20337;
 62.448147, 261.5061;
 43.034718, 264.08725;
 276.50925, 265.64267;
 159.70308, 266.54239;
 135.70758, 271.35367;
 257.02887, 270.66437;
 178.22873, 273.26761;
 281.36649, 274.32651;
 296.5061, 278.06403;
 47.409016, 278.66754;
 137.61671, 280.10541;
 287.5239, 281.46356;
 321.63226, 283.60278;
 251.22, 286.38858;
 72.631775, 287.58212;
 296.58759, 287.25549;
 288.78976, 290.54071;
 274.27856, 290.94772;
 324.77106, 291.67148;
 344.54901, 292.86639;
 219.06659, 295.0607;
 253.53407, 295.5563;
 281.2511, 297.94479;
 327.78735, 297.63278;
 184.56398, 299.53503;
 311.25708, 300.16095;
 72.990143, 301.12326;
 341.45459, 301.83807;
 123.04053, 303.42429;
