[482.69119, 88.514687;
 766.47113, 75.97226;
 651.66559, 78.539825;
 147.23128, 84.250916;
 482.23401, 88.341408;
 1204.0543, 91.783951;
 997.67712, 94.019295;
 446.83194, 96.001076;
 1014.1279, 99.954674;
 1198.0242, 101.3447;
 1170.4595, 102.83405;
 170.05547, 106.05186;
 551.16602, 112.41123;
 427.01456, 113.80598;
 748.7226, 114.42641;
 1008.6987, 114.9068;
 740.29791, 119.29198;
 632.30707, 121.01718;
 244.77536, 121.56396;
 404.73257, 123.25758;
 430.0654, 124.97325;
 415.76642, 128.46722;
 400.53412, 132.47202;
 182.02853, 136.35185;
 1087.7664, 144.8685;
 1076.243, 147.30338;
 1054.8151, 154.99055;
 1065.7289, 155.35034;
 1058.7344, 162.48389;
 1377.3834, 165.84575;
 195.98604, 169.21593;
 443.40054, 179.94591;
 1022.608, 183.01007;
 1076.0275, 187.48279;
 453.75217, 189.61716;
 1328.1415, 192.97653;
 370.37967, 194.5331;
 267.50729, 200.97215;
 259.6546, 206.42712;
 585.26563, 208.2226;
 637.69983, 210.97653;
 505.21585, 212.8499;
 229.93431, 214.09853;
 464.6423, 214.36473;
 589.85187, 213.66426;
 1142.4366, 215.24673;
 1327.6602, 216.46133;
 580.77576, 219.77278;
 1247.8356, 221.16748;
 1067.688, 221.90012;
 234.64841, 225.49342;
 224.05579, 228.14337;
 1268.7872, 228.12328;
 600.03284, 229.44363;
 608.59888, 230.31335;
 816.44922, 230.17937;
 278.08405, 231.73682;
 898.97095, 233.57503;
 206.99121, 235.02446;
 626.67926, 236.90211;
 615.86914, 240.41641;
 532.55115, 242.16722;
 1183.3892, 245.30522;
 669.17957, 249.36282;
 604.56909, 249.53802;
 540.27509, 253.02042;
 1339.1329, 256.22446;
 1350.1982, 256.48163;
 511.45291, 256.8147;
 175.36684, 258.32852;
 264.70859, 259.04251;
 150.14934, 260.15768;
 704.08881, 259.56964;
 629.44336, 261.28815;
 1108.6569, 265.27081;
 542.18091, 266.75607;
 340.79312, 270.07797;
 615.23425, 270.64975;
 535.57477, 272.8353;
 609.68103, 274.33792;
 558.60596, 275.82343;
 592.60443, 277.46924;
 545.17212, 277.79816;
 669.93134, 282.50125;
 1033.4005, 286.44278;
 561.92114, 289.21887;
 1178.8396, 290.0191;
 663.59381, 293.27173;
 552.18188, 294.5325;
 572.8017, 295.3844;
 1267.535, 297.15378;
 269.31436, 302.58829;
 1237.9093, 304.66296;
 615.39429, 307.98257;
 667.62506, 310.84518;
 713.66553, 311.67606;
 61.84914, 317.44424;
 628.56213, 316.98993;
 1188.6714, 321.00201;
 257.63177, 322.22784;
 552.93341, 323.25629;
 283.31134, 323.60733;
 390.6572, 324.92719;
 528.04364, 324.69867;
 605.51184, 325.44748;
 1067.4528, 328.57864;
 589.16028, 330.48846;
 674.63269, 331.3887;
 544.08783, 332.51199;
 119.91244, 338.2883;
 171.43396, 337.55267;
 700.09039, 338.23474;
 276.16479, 341.84305;
 89.042923, 344.20395;
 285.45044, 345.89352;
 258.93417, 350.48575;
 701.66785, 356.71838;
 1327.8365, 361.51361;
 343.5614, 363.79535;
 94.954254, 367.97223;
 199.79271, 368.1167;
 750.76801, 369.53674;
 261.31531, 369.97662;
 369.52957, 370.09232;
 274.96869, 371.45499;
 696.78381, 370.88849;
 625.37079, 372.08658;
 739.2854, 372.10275;
 782.14722, 371.95221;
 410.84872, 373.87836;
 135.78893, 382.0336;
 275.97766, 383.62225;
 614.36694, 383.65549;
 255.50433, 386.03162;
 763.17749, 385.88275;
 150.151, 387.09879;
 647.46429, 386.40112;
 492.87711, 388.22128;
 267.03043, 389.09091;
 625.92841, 389.43643;
 691.70502, 389.26215;
 140.7814, 391.15182;
 1386.9825, 394.12119;
 619.33423, 396.39771;
 263.0369, 398.10565;
 606.70013, 404.6915;
 665.42767, 408.68909;
 645.84015, 413.11047;
 625.15924, 413.5499;
 672.27625, 415.75418;
 399.70502, 420.44794;
 635.04388, 426.54816;
 561.03394, 429.17383;
 766.72058, 431.25461;
 206.75925, 432.24332;
 315.09988, 435.93579;
 375.94293, 436.4061;
 664.31494, 439.23096;
 723.58057, 440.18817;
 570.30286, 443.41431;
 710.14124, 443.80493;
 1242.3932, 444.11038;
 1190.019, 450.21396;
 1205.551, 451.79086;
 640.03516, 454.18588;
 698.83209, 460.23279;
 359.33829, 460.59671;
 562.76105, 461.86343;
 677.75024, 465.586;
 359.59366, 472.48309;
 695.60474, 472.5462;
 188.09422, 482.58664;
 1168.4338, 482.96863;
 580.27209, 485.3642;
 1177.851, 487.16034;
 1313.0874, 495.33777;
 553.88104, 496.62671;
 1078.3694, 498.47028;
 262.74945, 500.97858;
 310.85373, 500.55164;
 696.39948, 502.96207;
 1066.088, 502.84558;
 738.49969, 505.45834;
 425.06415, 510.24036;
 240.48694, 512.14496;
 358.77695, 514.41711;
 727.47217, 513.83508;
 557.66498, 516.10956;
 949.14569, 517.41205;
 498.35983, 519.19128;
 516.73962, 520.92627;
 202.34814, 526.034;
 654.78735, 525.50079;
 709.96033, 525.7666;
 700.13318, 531.34845;
 968.83661, 537.83984;
 694.59369, 540.82422;
 1266.4526, 544.92999;
 297.08417, 545.82544;
 584.76666, 547.47107;
 701.80176, 547.20526;
 1280.6367, 548.40448;
 1334.7396, 550.72705;
 1220.342, 552.4762;
 1136.906, 555.74133;
 742.1394, 559.07629;
 1099.7141, 559.27844;
 847.80701, 560.47363;
 242.93626, 562.56323;
 584.96082, 564.66229;
 715.29187, 565.05701;
 78.261841, 565.7674;
 921.50952, 567.49066;
 751.81451, 569.02063;
 637.48627, 569.54639;
 741.22906, 570.07147;
 138.31477, 570.57538;
 1286.756, 571.92383;
 578.29828, 573.36035;
 1084.4343, 574.42542;
 1305.1996, 574.84955;
 712.7381, 575.73981;
 740.93286, 580.46173;
 73.432304, 583.26312;
 758.13428, 584.16797;
 768.39594, 585.12054;
 1129.6814, 585.04279;
 1118.3455, 587.68927;
 727.07568, 588.84338;
 145.46095, 593.49103;
 716.38312, 593.44208;
 740.27014, 593.04346;
 1137.7865, 594.3017;
 1310.2921, 594.05743;
 1146.6011, 596.60962;
 666.81226, 597.88495;
 651.07758, 600.73895;
 1329.7563, 603.66443;
 878.55316, 604.57269;
 1122.8857, 606.78302;
 706.06903, 608.75726;
 1141.1812, 608.8183;
 737.5481, 610.74182;
 1377.2673, 612.43323;
 180.70399, 613.47333;
 666.63239, 613.64307;
 199.59436, 615.19647;
 682.71539, 616.18304;
 621.83679, 617.06897;
 1345.9108, 617.56586;
 745.68579, 618.76813;
 781.0694, 619.53619;
 1139.6459, 620.34711;
 675.42944, 624.21985;
 723.39453, 623.82556;
 708.09552, 625.42969;
 663.90204, 627.65417;
 319.72281, 629.86731;
 1137.9183, 631.53015;
 729.86823, 633.26147;
 1062.2748, 635.79736;
 558.11237, 638.45947;
 1118.3124, 639.86633;
 711.90259, 641.37115;
 1292.3544, 645.55652;
 682.64441, 646.62036;
 438.41714, 647.71045;
 238.84528, 655.81696;
 483.14941, 658.2124;
 1113.4532, 658.29626;
 854.66486, 659.54352;
 705.02753, 664.10284;
 746.81494, 665.01996;
 549.35144, 668.93311;
 734.29352, 668.56824;
 859.65936, 670.46747;
 1390.5181, 671.55389;
 289.27539, 677.39532;
 486.97415, 676.69855;
 1129.3827, 680.13507;
 510.39349, 686.31744;
 960.54224, 694.685;
 761.56323, 695.82178;
 222.86278, 698.2489;
 1341.1117, 712.59894;
 116.74612, 715.49316;
 676.77997, 714.66223;
 288.3299, 720.71979;
 70.913101, 722.32898;
 87.319595, 722.83002;
 713.35065, 725.96295;
 145.19403, 727.96808;
 61.140144, 730.15741;
 684.02893, 729.77075;
 256.85803, 732.02899;
 371.67206, 734.68085;
 136.00768, 740.80029;
 712.02753, 742.31036;
 896.70056, 744.49799;
 137.23013, 752.06238;
 434.00943, 751.60083;
 1112.2278, 753.78601;
 643.34076, 765.19989;
 868.27441, 771.76874;
 701.07825, 773.38824;
 1313.9193, 774.4328;
 712.6969, 777.58063;
 756.72351, 779.52087;
 767.12573, 778.73932;
 739.7002, 781.38733;
 1310.7688, 784.46454;
 91.341064, 785.34717;
 749.03973, 785.25421;
 81.638062, 787.19495;
 763.12396, 789.69141;
 227.78607, 791.47229;
 696.94202, 795.15863;
 769.73102, 796.8548;
 1215.1582, 800.95679;
 760.29071, 804.16974;
 1069.1844, 803.93964;
 410.28406, 805.12128;
 714.4986, 804.92908;
 151.41916, 806.75616;
 724.74414, 809.39197;
 877.81012, 809.54138;
 798.29004, 814.62781;
 708.77319, 818.51648;
 721.37286, 822.36493;
 758.66138, 821.74884;
 1292.5164, 823.99976;
 382.48154, 827.83069;
 790.34052, 828.78992;
 730.44989, 829.81702;
 1046.7795, 832.20294;
 139.87189, 834.02893;
 225.31848, 833.88947;
 670.36255, 833.73529;
 876.91797, 842.46808;
 735.85382, 842.88525;
 1100.2719, 842.60583;
 323.52341, 844.29187;
 972.92389, 843.89471;
 761.27802, 845.2262;
 147.45503, 849.00128;
 1108.6515, 853.5871;
 629.47803, 855.21136;
 757.12341, 854.80664;
 421.22842, 856.54547;
 1069.1443, 860.35712;
 1232.2532, 859.56134;
 1169.7634, 862.1792;
 1181.347, 862.43524;
 860.53864, 863.27692;
 767.55042, 864.91559;
 787.99866, 864.88409;
 727.61145, 866.18353;
 1102.994, 865.63336;
 1216.7968, 868.56714;
 1376.3677, 872.72119;
 1195.9603, 875.03961;
 778.31238, 876.0495;
 210.45966, 878.19733;
 783.54639, 877.703;
 312.24197, 883.20703;
 1145.847, 884.11792;
 495.83511, 885.34302;
 117.22497, 887.62433;
 107.06971, 889.01373;
 797.01672, 892.33893;
 786.3324, 893.81641;
 788.5578, 897.32715;
